"key_sp","position"
"SURVEY_GRASS_RICHNESS_SPEC10","1610"
"SURVEY_GRASS_RICHNESS_SPEC10","1758"
"SURVEY_GRASS_RICHNESS_SPEC10","1759"
"SURVEY_GRASS_RICHNESS_SPEC10","2093"
"SURVEY_GRASS_RICHNESS_SPEC10","2094"
"SURVEY_GRASS_RICHNESS_SPEC10","2095"
"SURVEY_GRASS_RICHNESS_SPEC10","2096"
"SURVEY_GRASS_RICHNESS_SPEC10","2097"
"SURVEY_GRASS_RICHNESS_SPEC2","1664"
"SURVEY_GRASS_RICHNESS_SPEC2","1665"
"SURVEY_GRASS_RICHNESS_SPEC22","1703"
"SURVEY_GRASS_RICHNESS_SPEC3","1804"
"SURVEY_GRASS_RICHNESS_SPEC3","1805"
"SURVEY_GRASS_RICHNESS_SPEC3","1806"
"SURVEY_GRASS_RICHNESS_SPEC3","1807"
"SURVEY_GRASS_RICHNESS_SPEC3","1808"
"SURVEY_GRASS_RICHNESS_SPEC3","1809"
"SURVEY_GRASS_RICHNESS_SPEC3","1810"
"SURVEY_GRASS_RICHNESS_SPEC3","1811"
"SURVEY_GRASS_RICHNESS_SPEC3","1812"
"SURVEY_GRASS_RICHNESS_SPEC3","1813"
"SURVEY_GRASS_RICHNESS_SPEC3","1814"
"SURVEY_GRASS_RICHNESS_SPEC3","1815"
"SURVEY_GRASS_RICHNESS_SPEC3","1816"
"SURVEY_GRASS_RICHNESS_SPEC3","1817"
"SURVEY_GRASS_RICHNESS_SPEC23","1916"
"SURVEY_GRASS_RICHNESS_SPEC23","1917"
"SURVEY_GRASS_RICHNESS_SPEC23","1918"
"SURVEY_GRASS_RICHNESS_SPEC23","1919"
"SURVEY_GRASS_RICHNESS_SPEC23","1920"
"SURVEY_GRASS_RICHNESS_SPEC23","1921"
"SURVEY_GRASS_RICHNESS_SPEC4","1998"
"SURVEY_GRASS_RICHNESS_SPEC4","1999"
"SURVEY_GRASS_RICHNESS_SPEC4","2000"
"SURVEY_GRASS_RICHNESS_SPEC4","2001"
"SURVEY_GRASS_RICHNESS_SPEC4","2002"
"SURVEY_GRASS_RICHNESS_SPEC4","2003"
"SURVEY_GRASS_RICHNESS_SPEC4","2004"
"SURVEY_GRASS_RICHNESS_SPEC4","2005"
"SURVEY_GRASS_RICHNESS_SPEC4","2006"
"SURVEY_GRASS_RICHNESS_SPEC4","2007"
"SURVEY_GRASS_RICHNESS_SPEC4","2008"
"SURVEY_GRASS_RICHNESS_SPEC4","2009"
"SURVEY_GRASS_RICHNESS_SPEC24","2013"
"SURVEY_GRASS_RICHNESS_SPEC24","2014"
"SURVEY_GRASS_RICHNESS_SPEC24","2015"
"SURVEY_GRASS_RICHNESS_SPEC24","2016"
"SURVEY_GRASS_RICHNESS_SPEC24","2017"
"SURVEY_GRASS_RICHNESS_SPEC24","2018"
"SURVEY_GRASS_RICHNESS_SPEC30","2030"
"SURVEY_GRASS_RICHNESS_SPEC30","2031"
"SURVEY_GRASS_RICHNESS_SPEC30","2032"
"SURVEY_GRASS_RICHNESS_SPEC30","2033"
"SURVEY_GRASS_RICHNESS_SPEC30","2034"
"SURVEY_GRASS_RICHNESS_SPEC30","1242"
"SURVEY_GRASS_RICHNESS_SPEC30","1243"
"SURVEY_GRASS_RICHNESS_SPEC30","1244"
"SURVEY_GRASS_RICHNESS_SPEC30","1245"
"SURVEY_GRASS_RICHNESS_SPEC30","1246"
"SURVEY_GRASS_RICHNESS_SPEC30","1247"
"SURVEY_GRASS_RICHNESS_SPEC30","1248"
"SURVEY_GRASS_RICHNESS_SPEC30","1249"
"SURVEY_GRASS_RICHNESS_SPEC30","2216"
"SURVEY_GRASS_RICHNESS_SPEC11","2115"
"SURVEY_GRASS_RICHNESS_SPEC11","2116"
"SURVEY_GRASS_RICHNESS_SPEC11","2117"
"SURVEY_GRASS_RICHNESS_SPEC11","2118"
"SURVEY_GRASS_RICHNESS_SPEC11","2119"
"SURVEY_GRASS_RICHNESS_SPEC11","2120"
"SURVEY_GRASS_RICHNESS_SPEC11","2121"
"SURVEY_GRASS_RICHNESS_SPEC11","2122"
"SURVEY_GRASS_RICHNESS_SPEC11","2123"
"SURVEY_GRASS_RICHNESS_SPEC11","2124"
"SURVEY_GRASS_RICHNESS_SPEC11","2125"
"SURVEY_GRASS_RICHNESS_SPEC11","2126"
"SURVEY_GRASS_RICHNESS_SPEC11","2127"
"SURVEY_GRASS_RICHNESS_SPEC11","2128"
"SURVEY_GRASS_RICHNESS_SPEC11","2129"
"SURVEY_GRASS_RICHNESS_SPEC11","2130"
"SURVEY_GRASS_RICHNESS_SPEC11","2131"
"SURVEY_GRASS_RICHNESS_SPEC11","2132"
"SURVEY_GRASS_RICHNESS_SPEC11","2133"
"SURVEY_GRASS_RICHNESS_SPEC11","2134"
"SURVEY_GRASS_RICHNESS_SPEC11","2135"
"SURVEY_GRASS_RICHNESS_SPEC11","2136"
"SURVEY_GRASS_RICHNESS_SPEC11","2137"
"SURVEY_GRASS_RICHNESS_SPEC11","2138"
"SURVEY_GRASS_RICHNESS_SPEC11","2139"
"SURVEY_GRASS_RICHNESS_SPEC11","2140"
"SURVEY_GRASS_RICHNESS_SPEC11","2141"
"SURVEY_GRASS_RICHNESS_SPEC11","2142"
"SURVEY_GRASS_RICHNESS_SPEC11","2143"
"SURVEY_GRASS_RICHNESS_SPEC11","783"
"SURVEY_GRASS_RICHNESS_SPEC11","784"
"SURVEY_GRASS_RICHNESS_SPEC11","785"
"SURVEY_GRASS_RICHNESS_SPEC11","786"
"SURVEY_GRASS_RICHNESS_SPEC11","787"
"SURVEY_GRASS_RICHNESS_SPEC11","788"
"SURVEY_GRASS_RICHNESS_SPEC11","789"
"SURVEY_GRASS_RICHNESS_SPEC11","790"
"SURVEY_GRASS_RICHNESS_SPEC11","791"
"SURVEY_GRASS_RICHNESS_SPEC11","792"
"SURVEY_GRASS_RICHNESS_SPEC11","793"
"SURVEY_GRASS_RICHNESS_SPEC5","2253"
"SURVEY_GRASS_RICHNESS_SPEC5","2254"
"SURVEY_GRASS_RICHNESS_SPEC5","2255"
"SURVEY_GRASS_RICHNESS_SPEC25","2268"
"SURVEY_GRASS_RICHNESS_SPEC25","2269"
"SURVEY_GRASS_RICHNESS_SPEC25","2270"
"SURVEY_GRASS_RICHNESS_SPEC25","2271"
"SURVEY_GRASS_RICHNESS_SPEC25","2272"
"SURVEY_GRASS_RICHNESS_SPEC25","2273"
"SURVEY_GRASS_RICHNESS_SPEC25","2274"
"SURVEY_GRASS_RICHNESS_SPEC25","2275"
"SURVEY_GRASS_RICHNESS_SPEC25","2276"
"SURVEY_GRASS_RICHNESS_SPEC25","2277"
"SURVEY_GRASS_RICHNESS_SPEC25","2278"
"SURVEY_GRASS_RICHNESS_SPEC25","2279"
"SURVEY_GRASS_RICHNESS_SPEC25","2280"
"SURVEY_GRASS_RICHNESS_SPEC25","2281"
"SURVEY_GRASS_RICHNESS_SPEC25","2282"
"SURVEY_GRASS_RICHNESS_SPEC25","2283"
"SURVEY_GRASS_RICHNESS_SPEC25","2284"
"SURVEY_GRASS_RICHNESS_SPEC25","2285"
"SURVEY_GRASS_RICHNESS_SPEC25","2286"
"SURVEY_GRASS_RICHNESS_SPEC25","2287"
"SURVEY_GRASS_RICHNESS_SPEC25","2288"
"SURVEY_GRASS_RICHNESS_SPEC25","2289"
"SURVEY_GRASS_RICHNESS_SPEC25","2290"
"SURVEY_GRASS_RICHNESS_SPEC25","2291"
"SURVEY_GRASS_RICHNESS_SPEC25","2292"
"SURVEY_GRASS_RICHNESS_SPEC25","2293"
"SURVEY_GRASS_RICHNESS_SPEC6","2308"
"SURVEY_GRASS_RICHNESS_SPEC6","2309"
"SURVEY_GRASS_RICHNESS_SPEC6","2310"
"SURVEY_GRASS_RICHNESS_SPEC6","2311"
"SURVEY_GRASS_RICHNESS_SPEC6","2312"
"SURVEY_GRASS_RICHNESS_SPEC6","2313"
"SURVEY_GRASS_RICHNESS_SPEC6","2314"
"SURVEY_GRASS_RICHNESS_SPEC6","2055"
"SURVEY_GRASS_RICHNESS_SPEC6","2056"
"SURVEY_GRASS_RICHNESS_SPEC6","2057"
"SURVEY_GRASS_RICHNESS_SPEC6","2058"
"SURVEY_GRASS_RICHNESS_SPEC6","2059"
"SURVEY_GRASS_RICHNESS_SPEC6","2060"
"SURVEY_GRASS_RICHNESS_SPEC31","2327"
"SURVEY_GRASS_RICHNESS_SPEC31","2329"
"SURVEY_GRASS_RICHNESS_SPEC31","2330"
"SURVEY_GRASS_RICHNESS_SPEC31","2335"
"SURVEY_GRASS_RICHNESS_SPEC31","2337"
"SURVEY_GRASS_RICHNESS_SPEC31","2347"
"SURVEY_GRASS_RICHNESS_SPEC31","2348"
"SURVEY_GRASS_RICHNESS_SPEC31","2359"
"SURVEY_GRASS_RICHNESS_SPEC31","2361"
"SURVEY_GRASS_RICHNESS_SPEC31","2363"
"SURVEY_GRASS_RICHNESS_SPEC31","2367"
"SURVEY_GRASS_RICHNESS_SPEC31","2368"
"SURVEY_GRASS_RICHNESS_SPEC31","2369"
"SURVEY_GRASS_RICHNESS_SPEC12","2316"
"SURVEY_GRASS_RICHNESS_SPEC12","2317"
"SURVEY_GRASS_RICHNESS_SPEC12","2318"
"SURVEY_GRASS_RICHNESS_SPEC12","2319"
"SURVEY_GRASS_RICHNESS_SPEC12","2320"
"SURVEY_GRASS_RICHNESS_SPEC12","2321"
"SURVEY_GRASS_RICHNESS_SPEC12","2322"
"SURVEY_GRASS_RICHNESS_SPEC12","2323"
"SURVEY_GRASS_RICHNESS_SPEC12","2324"
"SURVEY_GRASS_RICHNESS_SPEC12","2325"
"SURVEY_GRASS_RICHNESS_SPEC12","2326"
"SURVEY_GRASS_RICHNESS_SPEC12","2328"
"SURVEY_GRASS_RICHNESS_SPEC12","2331"
"SURVEY_GRASS_RICHNESS_SPEC12","2332"
"SURVEY_GRASS_RICHNESS_SPEC12","2333"
"SURVEY_GRASS_RICHNESS_SPEC12","2334"
"SURVEY_GRASS_RICHNESS_SPEC12","2336"
"SURVEY_GRASS_RICHNESS_SPEC12","2338"
"SURVEY_GRASS_RICHNESS_SPEC12","2339"
"SURVEY_GRASS_RICHNESS_SPEC12","2340"
"SURVEY_GRASS_RICHNESS_SPEC12","2341"
"SURVEY_GRASS_RICHNESS_SPEC12","2342"
"SURVEY_GRASS_RICHNESS_SPEC12","2343"
"SURVEY_GRASS_RICHNESS_SPEC12","2344"
"SURVEY_GRASS_RICHNESS_SPEC12","2345"
"SURVEY_GRASS_RICHNESS_SPEC12","2346"
"SURVEY_GRASS_RICHNESS_SPEC12","2349"
"SURVEY_GRASS_RICHNESS_SPEC12","2350"
"SURVEY_GRASS_RICHNESS_SPEC12","2351"
"SURVEY_GRASS_RICHNESS_SPEC12","2352"
"SURVEY_GRASS_RICHNESS_SPEC12","2353"
"SURVEY_GRASS_RICHNESS_SPEC12","2354"
"SURVEY_GRASS_RICHNESS_SPEC12","2355"
"SURVEY_GRASS_RICHNESS_SPEC12","2356"
"SURVEY_GRASS_RICHNESS_SPEC12","2357"
"SURVEY_GRASS_RICHNESS_SPEC12","2358"
"SURVEY_GRASS_RICHNESS_SPEC12","2360"
"SURVEY_GRASS_RICHNESS_SPEC12","2362"
"SURVEY_GRASS_RICHNESS_SPEC12","2364"
"SURVEY_GRASS_RICHNESS_SPEC12","2365"
"SURVEY_GRASS_RICHNESS_SPEC12","2366"
"SURVEY_GRASS_RICHNESS_SPEC12","1435"
"SURVEY_GRASS_RICHNESS_SPEC12","1436"
"SURVEY_GRASS_RICHNESS_SPEC12","1437"
"SURVEY_GRASS_RICHNESS_SPEC12","1438"
"SURVEY_GRASS_RICHNESS_SPEC12","1439"
"SURVEY_GRASS_RICHNESS_SPEC12","1440"
"SURVEY_GRASS_RICHNESS_SPEC12","1441"
"SURVEY_GRASS_RICHNESS_SPEC12","1442"
"SURVEY_GRASS_RICHNESS_SPEC12","1443"
"SURVEY_GRASS_RICHNESS_SPEC12","1444"
"SURVEY_GRASS_RICHNESS_SPEC12","1445"
"SURVEY_GRASS_RICHNESS_SPEC12","1446"
"SURVEY_GRASS_RICHNESS_SPEC12","1447"
"SURVEY_GRASS_RICHNESS_SPEC12","1448"
"SURVEY_GRASS_RICHNESS_SPEC12","1449"
"SURVEY_GRASS_RICHNESS_SPEC12","1450"
"SURVEY_GRASS_RICHNESS_SPEC12","1451"
"SURVEY_GRASS_RICHNESS_SPEC12","1452"
"SURVEY_GRASS_RICHNESS_SPEC12","1453"
"SURVEY_GRASS_RICHNESS_SPEC12","1454"
"SURVEY_GRASS_RICHNESS_SPEC12","1455"
"SURVEY_GRASS_RICHNESS_SPEC12","1456"
"SURVEY_GRASS_RICHNESS_SPEC12","1457"
"SURVEY_GRASS_RICHNESS_SPEC12","1376"
"SURVEY_GRASS_RICHNESS_SPEC12","1377"
"SURVEY_GRASS_RICHNESS_SPEC12","1378"
"SURVEY_GRASS_RICHNESS_SPEC12","1379"
"SURVEY_GRASS_RICHNESS_SPEC12","1380"
"SURVEY_GRASS_RICHNESS_SPEC12","1381"
"SURVEY_GRASS_RICHNESS_SPEC12","1382"
"SURVEY_GRASS_RICHNESS_SPEC12","1383"
"SURVEY_GRASS_RICHNESS_SPEC12","1384"
"SURVEY_GRASS_RICHNESS_SPEC12","1385"
"SURVEY_GRASS_RICHNESS_SPEC12","1386"
"SURVEY_GRASS_RICHNESS_SPEC12","1387"
"SURVEY_GRASS_RICHNESS_SPEC12","1388"
"SURVEY_GRASS_RICHNESS_SPEC12","1389"
"SURVEY_GRASS_RICHNESS_SPEC12","1390"
"SURVEY_GRASS_RICHNESS_SPEC12","1391"
"SURVEY_GRASS_RICHNESS_SPEC12","670"
"SURVEY_GRASS_RICHNESS_SPEC12","671"
"SURVEY_GRASS_RICHNESS_SPEC12","672"
"SURVEY_GRASS_RICHNESS_SPEC12","673"
"SURVEY_GRASS_RICHNESS_SPEC12","674"
"SURVEY_GRASS_RICHNESS_SPEC12","675"
"SURVEY_GRASS_RICHNESS_SPEC12","677"
"SURVEY_GRASS_RICHNESS_SPEC26","2407"
"SURVEY_GRASS_RICHNESS_SPEC26","2408"
"SURVEY_GRASS_RICHNESS_SPEC7","2460"
"SURVEY_GRASS_RICHNESS_SPEC7","2461"
"SURVEY_GRASS_RICHNESS_SPEC7","2462"
"SURVEY_GRASS_RICHNESS_SPEC7","2463"
"SURVEY_GRASS_RICHNESS_SPEC7","2464"
"SURVEY_GRASS_RICHNESS_SPEC7","2465"
"SURVEY_GRASS_RICHNESS_SPEC7","2466"
"SURVEY_GRASS_RICHNESS_SPEC7","2467"
"SURVEY_GRASS_RICHNESS_SPEC7","2468"
"SURVEY_GRASS_RICHNESS_SPEC7","2469"
"SURVEY_GRASS_RICHNESS_SPEC7","2470"
"SURVEY_GRASS_RICHNESS_SPEC7","2471"
"SURVEY_GRASS_RICHNESS_SPEC7","2472"
"SURVEY_GRASS_RICHNESS_SPEC7","2473"
"SURVEY_GRASS_RICHNESS_SPEC7","2474"
"SURVEY_GRASS_RICHNESS_SPEC7","2475"
"SURVEY_GRASS_RICHNESS_SPEC7","2476"
"SURVEY_GRASS_RICHNESS_SPEC7","2477"
"SURVEY_GRASS_RICHNESS_SPEC7","2478"
"SURVEY_GRASS_RICHNESS_SPEC7","2479"
"SURVEY_GRASS_RICHNESS_SPEC7","2480"
"SURVEY_GRASS_RICHNESS_SPEC7","2481"
"SURVEY_GRASS_RICHNESS_SPEC7","2482"
"SURVEY_GRASS_RICHNESS_SPEC7","2483"
"SURVEY_GRASS_RICHNESS_SPEC7","2484"
"SURVEY_GRASS_RICHNESS_SPEC7","2485"
"SURVEY_GRASS_RICHNESS_SPEC7","2486"
"SURVEY_GRASS_RICHNESS_SPEC7","2487"
"SURVEY_GRASS_RICHNESS_SPEC7","1275"
"SURVEY_GRASS_RICHNESS_SPEC7","1276"
"SURVEY_GRASS_RICHNESS_SPEC7","1277"
"SURVEY_GRASS_RICHNESS_SPEC7","1278"
"SURVEY_GRASS_RICHNESS_SPEC7","1279"
"SURVEY_GRASS_RICHNESS_SPEC7","1280"
"SURVEY_GRASS_RICHNESS_SPEC7","1281"
"SURVEY_GRASS_RICHNESS_SPEC7","1282"
"SURVEY_GRASS_RICHNESS_SPEC7","1283"
"SURVEY_GRASS_RICHNESS_SPEC7","1284"
"SURVEY_GRASS_RICHNESS_SPEC7","1285"
"SURVEY_GRASS_RICHNESS_SPEC7","1286"
"SURVEY_GRASS_RICHNESS_SPEC7","1287"
"SURVEY_GRASS_RICHNESS_SPEC7","1288"
"SURVEY_GRASS_RICHNESS_SPEC7","1289"
"SURVEY_GRASS_RICHNESS_SPEC7","1290"
"SURVEY_GRASS_RICHNESS_SPEC7","1291"
"SURVEY_GRASS_RICHNESS_SPEC7","250"
"SURVEY_GRASS_RICHNESS_SPEC7","252"
"SURVEY_GRASS_RICHNESS_SPEC7","253"
"SURVEY_GRASS_RICHNESS_SPEC7","254"
"SURVEY_GRASS_RICHNESS_SPEC7","256"
"SURVEY_GRASS_RICHNESS_SPEC7","257"
"SURVEY_GRASS_RICHNESS_SPEC7","258"
"SURVEY_GRASS_RICHNESS_SPEC7","259"
"SURVEY_GRASS_RICHNESS_SPEC7","260"
"SURVEY_GRASS_RICHNESS_SPEC7","262"
